City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Caravelas,BR,-17.7125,-39.2481,76.62,65,31,10.04,scattered clouds
459,Dzaoudzi,YT,-12.7887,45.2699,80.6,89,75,10.36,broken clouds
460,Sattahip,TH,12.6664,100.9007,82.0,100,20,4.61,few clouds
461,Pangnirtung,CA,66.1451,-65.7125,10.4,79,75,8.05,light snow
462,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,50.0,70,20,2.3,few clouds
463,Tessalit,ML,20.1986,1.0114,88.27,8,18,8.75,few clouds
464,Ixtapa,MX,20.7,-105.2,80.01,69,1,11.5,clear sky
465,Uinskoye,RU,56.8817,56.5813,41.77,93,54,6.08,broken clouds
466,Porto Velho,BR,-8.7619,-63.9039,77.0,94,40,2.3,light rain
467,Mapimi,MX,25.8167,-103.85,96.8,5,20,6.91,few clouds
468,Krasnoselkup,RU,65.7,82.4667,30.92,97,100,26.44,snow
469,Saint Stephen,GB,50.3333,-4.9,46.0,87,51,3.44,broken clouds
470,Yatou,CN,37.15,122.3833,51.03,55,100,15.12,overcast clouds
471,Sisimiut,GL,66.9395,-53.6735,10.35,85,95,19.93,overcast clouds
472,Thunder Bay,CA,48.4001,-89.3168,41.0,70,75,9.22,broken clouds
473,Stutterheim,ZA,-32.5708,27.424,57.81,90,27,3.42,scattered clouds
474,Zhumadian,CN,32.9794,114.0294,56.73,85,99,4.74,overcast clouds
475,Baturaja,ID,-4.1333,104.1667,74.19,94,83,0.74,broken clouds
476,Olafsvik,IS,64.8945,-23.7142,41.61,92,46,15.03,scattered clouds
477,Lovozero,RU,68.005,35.0117,24.21,79,96,23.49,overcast clouds
478,Visnes,NO,59.3556,5.2242,39.2,87,14,10.36,few clouds
479,Tashtagol,RU,52.7657,87.8894,34.39,99,100,3.87,snow
480,Ravar,IR,31.2656,56.8055,65.53,38,97,4.09,overcast clouds
481,Xichang,CN,27.8964,102.2634,57.0,64,0,0.36,clear sky
482,Vestmannaeyjar,IS,63.4427,-20.2734,45.27,86,87,25.05,overcast clouds
483,Namibe,AO,-15.1961,12.1522,80.51,73,47,2.04,scattered clouds
484,Suluq,LY,31.6682,20.2521,60.26,71,55,10.76,broken clouds
485,Bubaque,GW,11.2833,-15.8333,77.61,78,6,15.1,clear sky
486,Carbonia,IT,39.1672,8.5222,55.4,87,40,3.44,scattered clouds
487,Salinopolis,BR,-0.6136,-47.3561,79.11,87,83,9.6,broken clouds
488,Dawson Creek,CA,55.7666,-120.2362,59.0,29,1,5.75,clear sky
489,Tekeli,KZ,44.83,78.8239,42.3,50,16,10.02,few clouds
490,Hun,LY,29.1268,15.9477,62.56,46,100,2.98,overcast clouds
491,Windhoek,NA,-22.5594,17.0832,61.0,39,0,4.61,clear sky
492,Hirara,JP,24.8,125.2833,71.6,88,75,14.97,broken clouds
493,Avera,US,33.194,-82.5271,80.6,26,90,9.22,overcast clouds
494,Inverell,AU,-29.7833,151.1167,73.99,54,21,1.01,few clouds
495,Nhulunbuy,AU,-12.2333,136.7667,82.4,78,40,5.75,scattered clouds
496,Jiexiu,CN,37.0244,111.9125,55.92,48,57,12.24,broken clouds
497,Owando,CG,-0.4819,15.8999,71.87,91,92,2.15,overcast clouds
498,Asbestovskiy,RU,57.7557,61.3967,44.74,92,53,6.15,broken clouds
499,Izhma,RU,65.0083,53.9113,35.38,72,100,11.25,overcast clouds
500,Clyde River,CA,70.4692,-68.5914,-2.2,78,20,13.8,few clouds
501,Havoysund,NO,70.9963,24.6622,28.4,64,40,5.75,scattered clouds
502,Iralaya,HN,15.0,-83.2333,84.2,79,40,9.22,scattered clouds
503,Sambava,MG,-14.2667,50.1667,74.25,90,78,5.53,broken clouds
504,Toamasina,MG,-18.1667,49.3833,73.4,94,40,4.65,light rain
505,Changji,CN,44.0167,87.3167,48.2,27,0,4.47,clear sky
506,Mukhen,RU,48.1,136.1,33.35,40,12,10.87,few clouds
507,Sorland,NO,67.667,12.6934,41.18,85,100,26.44,overcast clouds
508,Karpathos,GR,35.507,27.2132,60.8,82,47,13.8,scattered clouds
509,Lafiagi,NG,8.8667,5.4167,83.82,57,70,5.06,broken clouds
510,Sioux Lookout,CA,50.1001,-91.917,30.2,86,90,6.91,light snow
511,Baoding,CN,38.8511,115.4903,56.73,44,75,11.03,broken clouds
512,Rio Grande,BR,-32.035,-52.0986,68.25,71,0,15.64,clear sky
513,Yola,NG,9.2,12.4833,84.54,49,97,5.77,overcast clouds
514,Khandbari,NP,27.3747,87.2039,65.82,25,23,5.17,few clouds
515,Gigmoto,PH,13.7796,124.39,80.31,84,100,9.01,overcast clouds
516,Sibolga,ID,1.7427,98.7792,77.16,82,79,3.06,broken clouds
517,Ambilobe,MG,-13.2,49.05,71.02,95,71,2.84,broken clouds
518,Scarborough,GB,54.2797,-0.4044,32.0,87,13,4.7,few clouds
519,Savelugu,GH,9.6244,-0.8253,90.03,28,74,7.74,broken clouds
520,Villa Constitucion,AR,-33.2278,-60.3297,70.0,77,0,1.01,clear sky
521,Pandan,PH,14.0453,124.1694,79.79,86,100,11.25,light rain
522,Padang,ID,-0.9492,100.3543,77.95,86,99,3.36,overcast clouds
523,Lixourion,GR,38.2019,20.4314,53.49,63,5,15.59,clear sky
524,Antofagasta,CL,-23.65,-70.4,62.6,77,20,10.36,few clouds
525,Bandarbeyla,SO,9.4942,50.8122,79.5,78,46,5.97,scattered clouds
526,Tromso,NO,69.6496,18.957,33.8,93,90,14.97,light rain and snow
527,Zelenets,RU,61.8849,50.7489,50.0,66,0,11.18,clear sky
528,Kushmurun,KZ,52.4503,64.6311,38.21,64,8,2.42,clear sky
529,Krasnovishersk,RU,60.4078,57.082,40.82,96,34,6.24,scattered clouds
530,Progreso,MX,21.2833,-89.6667,100.4,25,40,11.5,scattered clouds
531,Okha,RU,53.5739,142.9478,23.68,92,100,20.47,light snow
532,Jiwani,PK,25.05,61.7417,78.93,78,32,5.46,scattered clouds
533,Albert Lea,US,43.648,-93.3683,43.0,70,75,11.5,broken clouds
534,Kralendijk,BQ,12.15,-68.2667,82.4,83,20,13.8,few clouds
535,Rameswaram,IN,9.2833,79.3,83.62,71,100,9.4,overcast clouds
536,Myaundzha,RU,63.0494,147.1858,8.31,74,100,2.44,overcast clouds
537,Broome,US,42.2506,-75.833,60.01,71,90,4.61,overcast clouds
538,Galesong,ID,-5.3166,119.3661,73.4,94,20,2.3,few clouds
539,Mwanza,TZ,-2.5167,32.9,67.05,87,100,6.04,light rain
540,Port Shepstone,ZA,-30.7414,30.455,71.51,82,57,8.59,broken clouds
541,Chepareria,KE,1.3077,35.2039,60.39,71,52,5.37,broken clouds
542,Thurso,GB,58.5927,-3.5259,37.4,81,45,3.44,scattered clouds
543,Bukama,CD,-9.2,25.85,68.27,96,100,1.95,overcast clouds
544,Natitingou,BJ,10.3042,1.3796,81.64,25,53,4.0,broken clouds
545,Ozu,JP,33.5,132.55,53.6,58,40,3.44,scattered clouds
546,Acapulco,MX,16.8634,-99.8901,82.4,78,90,8.05,overcast clouds
547,Puyo,EC,-1.4667,-77.9833,71.6,88,75,4.61,light rain
548,Klaksvik,FO,62.2266,-6.589,44.6,100,75,11.5,broken clouds
549,Rocha,UY,-34.4833,-54.3333,58.32,94,6,6.26,clear sky
550,Tautira,PF,-17.7333,-149.15,86.0,74,90,8.05,overcast clouds
551,Ilhabela,BR,-23.7781,-45.3581,70.97,72,71,7.14,broken clouds
552,Concepcion Del Uruguay,AR,-32.4825,-58.2372,69.01,79,0,1.99,clear sky
553,Letnyaya Stavka,RU,45.4306,43.4472,47.44,88,100,10.16,light rain
554,Micheweni,TZ,-4.9667,39.8333,78.49,86,100,11.32,moderate rain
555,Saint Anthony,US,45.0205,-93.218,46.4,66,90,11.5,overcast clouds
556,Albury,AU,-36.0833,146.9167,60.01,77,0,6.4,clear sky
557,Camrose,CA,53.0168,-112.8353,55.0,15,95,5.17,overcast clouds
558,Santa Brigida,ES,28.032,-15.5043,68.0,68,40,16.11,scattered clouds
559,Vung Tau,VN,10.346,107.0843,78.94,80,99,4.68,overcast clouds
560,Jiaozuo,CN,35.2397,113.2331,60.19,51,82,8.72,broken clouds
561,Alanya,TR,36.5438,31.9998,53.6,87,20,5.75,few clouds
562,Qasigiannguit,GL,68.8193,-51.1922,15.8,67,75,17.27,snow
563,Rawson,AR,-43.3002,-65.1023,66.38,55,50,6.4,scattered clouds
564,Ornskoldsvik,SE,63.2909,18.7153,32.0,64,9,9.22,clear sky
565,Bakel,SN,14.905,-12.4568,92.53,11,0,7.36,clear sky
566,Sorata,BO,-15.7667,-68.6333,44.87,95,86,1.88,overcast clouds
567,Tarrafal,CV,15.2833,-23.7667,73.4,60,0,20.71,clear sky
568,Pemangkat,ID,1.1667,108.9667,78.1,85,90,4.0,overcast clouds
569,Kargopol,RU,61.5071,38.9456,34.05,89,100,6.17,overcast clouds
570,Doha,QA,25.2867,51.5333,80.6,44,0,10.36,clear sky
571,Madras,IN,13.0878,80.2785,78.8,94,40,5.75,mist
572,Amahai,ID,-3.3333,128.9167,82.62,69,78,3.2,broken clouds
573,Krasnooktyabrskiy,RU,44.9328,38.3712,50.0,98,48,4.59,scattered clouds
574,Amalapuram,IN,16.5833,82.0167,74.79,93,95,4.63,heavy intensity rain
575,Mansa,IN,29.9833,75.3833,76.48,16,39,6.49,scattered clouds
576,Cozumel,MX,20.5083,-86.9458,84.2,70,75,14.97,broken clouds
577,Lezajsk,PL,50.2626,22.4193,35.01,100,90,8.05,light rain and snow
578,Logrono,ES,42.4667,-2.45,42.8,75,0,1.14,clear sky
579,Porto Belo,BR,-27.1578,-48.5531,75.2,60,75,6.91,broken clouds
580,Anloga,GH,5.7947,0.8973,84.2,84,40,6.91,scattered clouds
581,Qaqortoq,GL,60.7167,-46.0333,33.8,75,20,4.61,few clouds
582,Goderich,CA,43.7501,-81.7165,41.0,70,89,11.5,overcast clouds
583,Berlevag,NO,70.8578,29.0864,32.0,74,40,19.57,scattered clouds
584,Cherepovets,RU,59.1333,37.9,40.24,85,100,9.89,overcast clouds
585,Port Lincoln,AU,-34.7333,135.8667,64.35,54,82,9.04,broken clouds
586,Mathbaria,BD,22.2876,89.9593,77.56,84,82,4.92,broken clouds
587,Bonavista,CA,48.6499,-53.1147,33.01,80,78,3.44,broken clouds
588,Poya,NC,-21.35,165.15,81.23,76,57,4.76,light rain
589,Caconda,AO,-13.7333,15.0667,59.0,76,42,5.08,scattered clouds
590,Yaan,NG,7.3833,8.5667,76.87,68,87,4.14,overcast clouds
591,Havelock,US,34.8791,-76.9013,68.0,68,1,12.66,clear sky
592,Hami,CN,42.8,93.45,45.72,17,0,12.37,clear sky
593,Kayerkan,RU,69.3497,87.7602,9.18,95,100,5.64,light snow
594,Bucsa,HU,47.2,21.0,39.99,87,0,2.3,clear sky
595,Keti Bandar,PK,24.1447,67.4497,79.34,66,37,11.74,scattered clouds
596,Zaragoza,ES,41.6561,-0.8773,55.0,76,20,6.91,few clouds
597,Smithers,CA,54.7804,-127.1743,64.4,22,20,4.61,few clouds
598,Jennings,US,38.7192,-90.2604,61.0,33,20,14.97,few clouds
599,Pizarro,CO,4.9533,-77.366,78.69,86,100,3.15,overcast clouds
600,Puerto Cabezas,NI,14.0351,-83.3888,84.2,79,75,6.91,broken clouds
601,Arrecife,ES,28.963,-13.5477,68.0,77,20,4.61,few clouds
602,Altay,CN,47.8667,88.1167,38.23,40,92,4.03,overcast clouds
603,Nalut,LY,30.3333,10.85,66.36,20,100,15.9,overcast clouds
604,Ryzdvyanyy,RU,45.2656,41.8389,42.8,100,65,4.47,mist
605,Tiznit,MA,29.5833,-9.5,57.69,85,84,12.33,broken clouds
606,Kulhudhuffushi,MV,6.6221,73.07,83.25,68,62,3.47,broken clouds
607,Stryn,NO,61.9045,6.7226,35.01,83,25,5.46,scattered clouds
608,Vilhena,BR,-12.7406,-60.1458,77.0,83,0,4.61,clear sky
609,Shimanovsk,RU,52.0,127.7,34.12,43,27,6.58,scattered clouds
610,Vallentuna,SE,59.5344,18.0776,30.0,86,0,1.14,clear sky
611,Sokyryany,UA,48.4475,27.4168,43.41,85,100,11.3,overcast clouds
612,Mayskiy,RU,47.6931,40.1025,42.8,93,0,4.47,clear sky
613,Mongoumba,CF,3.6415,18.5936,73.13,68,43,3.09,scattered clouds
614,Abilene,US,32.4487,-99.7331,57.2,82,90,11.5,overcast clouds
615,Omsukchan,RU,62.5333,155.8,11.93,80,65,5.66,broken clouds
616,Caledon,ZA,-34.23,19.4265,64.0,88,23,1.99,few clouds
617,Zhigansk,RU,66.7697,123.3711,19.85,90,100,9.1,overcast clouds
618,Vostok,RU,46.4856,135.8833,30.58,36,33,12.24,scattered clouds
619,Pochutla,MX,15.7432,-96.4661,90.0,31,75,12.66,broken clouds
620,Majengo,TZ,-5.15,38.9833,72.86,93,99,7.61,overcast clouds
621,San Lawrenz,MT,36.0553,14.204,55.0,82,0,2.3,clear sky
622,Kiama,AU,-34.6833,150.8667,68.0,54,8,1.99,clear sky
623,Mhlume,SZ,-26.0333,31.85,64.0,93,3,3.62,clear sky
624,Kosh-Agach,RU,50.0,88.6667,23.09,70,71,2.53,broken clouds
625,Santa Ana,US,33.7456,-117.8678,64.99,51,90,12.66,overcast clouds
626,Kieta,PG,-6.2167,155.6333,82.45,78,78,5.37,light rain
627,Tazovskiy,RU,67.4667,78.7,32.58,99,100,14.03,snow
628,La Palma,US,33.8464,-118.0467,64.99,59,75,5.75,broken clouds
629,Lagos,NG,6.5833,3.75,84.2,74,20,6.91,few clouds
630,Chokwe,MZ,-24.5333,32.9833,67.01,89,0,2.48,clear sky
631,Van Buren,US,35.4368,-94.3483,63.0,59,90,1.34,overcast clouds
632,Carcassonne,FR,43.25,2.1667,42.8,87,0,2.3,clear sky
633,Sokode,TG,8.9833,1.1333,76.86,63,28,3.67,scattered clouds
634,Sunnyside,US,46.3237,-120.0087,69.8,18,1,17.27,clear sky
635,Harper,LR,4.375,-7.7169,81.07,80,84,6.76,broken clouds
636,Hwange,ZW,-18.3693,26.5019,62.78,47,0,1.63,clear sky
637,Lugovoy,KZ,42.9472,72.7644,48.18,62,41,2.8,scattered clouds
638,Ikornnes,NO,62.3873,6.557,39.2,75,90,9.22,overcast clouds
639,Sena Madureira,BR,-9.0656,-68.6569,76.28,86,99,2.55,overcast clouds
640,Gryfice,PL,53.9165,15.2003,39.0,86,0,3.44,clear sky
641,Ashington,GB,50.9331,-0.3909,39.0,83,8,6.38,clear sky
642,Hit,IQ,33.6416,42.8251,63.16,25,0,9.01,clear sky
643,Matagami,CA,49.7502,-77.6328,50.0,87,75,2.3,broken clouds
644,Dolores,AR,-36.3132,-57.6792,57.16,83,0,6.91,clear sky
645,Yeniseysk,RU,58.4497,92.1703,25.63,90,33,5.17,scattered clouds
646,Bournemouth,GB,50.7205,-1.8795,37.0,89,19,7.63,few clouds
647,Larsnes,NO,62.2028,5.5773,41.0,73,10,1.99,clear sky
648,Rostock,DE,54.0887,12.1405,32.0,86,40,4.61,scattered clouds
649,Stokke,NO,59.2236,10.3003,42.01,10,28,5.64,scattered clouds
650,Toowoomba,AU,-27.55,151.9667,68.0,72,0,3.44,clear sky
651,Khani,GE,41.9563,42.9566,46.4,87,0,8.05,clear sky
652,Luau,AO,-10.7073,22.2247,61.07,98,92,3.91,overcast clouds
653,Neustadt,DE,49.7117,12.0872,28.99,86,40,3.18,scattered clouds
654,Mrakovo,RU,52.7161,56.6244,35.04,85,7,4.21,clear sky
655,Haapsalu,EE,58.9431,23.5414,36.0,77,100,4.0,overcast clouds
656,Yar-Sale,RU,66.8333,70.8333,35.1,99,100,9.13,moderate rain
657,Nefteyugansk,RU,61.0998,72.6035,42.8,70,0,11.18,clear sky
658,Ust-Kulom,RU,61.6864,53.6902,48.79,89,93,11.01,overcast clouds
659,Grass Valley,US,39.2191,-121.0611,62.01,33,40,5.75,scattered clouds
660,Kaduqli,SD,11.0167,29.7167,79.36,9,21,7.83,few clouds
661,Grajau,BR,-5.8194,-46.1386,74.32,92,98,2.55,overcast clouds
662,Mujiayingzi,CN,42.1167,118.7833,55.13,18,28,10.51,scattered clouds
663,Altamira,BR,-3.2033,-52.2064,78.8,100,20,2.3,few clouds
664,Grand Gaube,MU,-20.0064,57.6608,75.99,86,85,13.02,light rain
665,Honningsvag,NO,70.9821,25.9704,32.0,74,40,19.57,scattered clouds
666,Jaciara,BR,-15.9653,-54.9683,75.18,68,22,2.42,few clouds
667,Sampit,ID,-2.5333,112.95,76.21,93,95,1.81,light rain
668,Bridlington,GB,54.0831,-0.1919,32.0,84,13,6.6,few clouds
669,Talnakh,RU,69.4865,88.3972,6.01,95,100,6.89,light snow
670,Santa Rosalia,MX,27.3167,-112.2833,77.74,32,80,3.71,broken clouds
671,Envira,BR,-7.3,-70.2167,73.47,94,60,1.48,broken clouds
672,Nizhnyaya Salda,RU,58.0776,60.7202,43.74,92,50,6.58,scattered clouds
673,Wagar,SD,16.1525,36.2032,75.99,22,25,11.03,scattered clouds
674,Kutum,SD,14.2,24.6667,68.41,12,43,7.85,scattered clouds
675,Mehamn,NO,71.0357,27.8492,32.0,74,40,19.57,scattered clouds
676,Koundara,GN,12.4833,-13.3,84.04,56,88,10.25,overcast clouds
677,Quelimane,MZ,-17.8786,36.8883,74.8,70,61,3.2,broken clouds
678,Nanchang,CN,28.6833,115.8833,61.29,88,100,3.11,overcast clouds
679,Kamina,CD,-8.7386,24.9906,61.21,98,100,3.71,overcast clouds
680,Del Rio,US,29.3627,-100.8968,86.0,48,1,3.44,clear sky
681,Anadyr,RU,64.75,177.4833,8.6,66,20,4.47,few clouds
682,Whitehorse,CA,60.7161,-135.0538,44.6,49,75,21.85,broken clouds
683,Barvinkove,UA,48.9097,37.0205,45.37,87,60,6.76,broken clouds
684,Zheleznodorozhnyy,RU,55.7503,38.0042,54.0,61,94,4.32,overcast clouds
685,Joppatowne,US,39.4579,-76.3552,57.2,100,90,5.75,moderate rain
686,Zheshart,RU,62.0731,49.5733,37.24,92,100,6.15,overcast clouds
687,Carballo,ES,43.213,-8.691,52.0,62,0,3.44,clear sky
688,Miajadas,ES,39.1513,-5.9084,57.99,92,100,1.3,overcast clouds
